,housing_median_age,total_rooms,long_lat_cluster,median_income_Power2,ocean_proximity_INLAND,ocean_proximity_NEAR OCEAN,ocean_proximity_INLAND_multiply_median_income_Power2,median_income_Power2_multiply_long_lat_cluster,median_house_value
524,1.8225651,-1.4961073,0.1210816,-0.16065367,0.0,0.0,-0.0,-0.019452203,189600.0
9213,-0.5998577,-0.3363868,0.73212504,-0.18837501,1.0,0.0,-0.18837501,-0.13791406,91700.0
13835,-1.334286,1.1743946,-1.0213981,0.27772814,1.0,0.0,0.27772814,-0.283671,118500.0
1531,0.12091529,0.1490261,0.1210816,1.4962455,0.0,0.0,0.0,0.1811678,397500.0
14590,-0.35785517,0.8287368,1.3600512,1.0238744,0.0,1.0,0.0,1.3925216,212500.0
7048,0.4358511,-1.9168875,-1.0213981,-1.3052903,0.0,0.0,-0.0,1.3332211,149000.0
7274,0.12091529,-1.3689094,-1.0213981,-1.450961,0.0,0.0,-0.0,1.4820087,115400.0
8210,0.5922002,-0.36319163,-1.0213981,-1.7593099,0.0,1.0,-0.0,1.7969557,129700.0
10192,0.35740978,-1.1606512,-1.0213981,-1.1490774,0.0,0.0,-0.0,1.1736654,197500.0
13652,-0.8433539,-0.22804168,-1.0213981,-0.8363062,1.0,0.0,-0.8363062,0.85420156,116700.0
14509,-1.334286,-0.6495989,1.3600512,0.41498438,0.0,1.0,0.0,0.56439996,254400.0
45,1.8225651,-0.40457222,0.1210816,-0.70117706,0.0,0.0,-0.0,-0.08489964,182300.0
14196,0.35740978,0.63932455,1.3600512,-0.2103234,0.0,1.0,-0.0,-0.2860506,103000.0
8402,0.74788505,0.05453817,-1.0213981,-1.0101112,0.0,0.0,-0.0,1.0317256,148500.0
17679,-0.5190162,0.5835578,0.1210816,0.5318577,0.0,0.0,0.0,0.064398184,176300.0
5899,0.67012244,0.035104387,-1.0213981,0.2916632,0.0,0.0,0.0,-0.29790422,315000.0
8540,-0.11752352,0.48877707,-1.0213981,-0.31449983,0.0,0.0,-0.0,0.32122952,215000.0
1189,-1.0882025,0.015377227,1.5516776,-0.97328544,1.0,0.0,-0.97328544,-1.5102252,80400.0
4394,1.0574557,-1.1820402,-1.0213981,-0.47425005,0.0,0.0,-0.0,0.4843981,200000.0
7630,-0.8433539,1.573309,-1.0213981,-0.043507457,0.0,0.0,-0.0,0.044438433,194400.0
467,1.8225651,-0.87925464,0.1210816,-1.0380943,0.0,0.0,-0.0,-0.12569411,182300.0
5429,-0.5190162,0.7184665,-1.0213981,-0.27971983,0.0,0.0,-0.0,0.2857053,348800.0
5491,-0.76203185,-0.40253472,-1.0213981,0.24130729,0.0,0.0,0.0,-0.2464708,500001.0
10291,-1.9127636,1.7995613,-1.0213981,0.96421945,0.0,0.0,0.0,-0.9848519,243900.0
12992,-0.924826,0.9791351,1.5516776,0.9837817,1.0,0.0,0.9837817,1.526512,137000.0
1562,-1.9958508,1.7804472,0.1210816,0.7205152,0.0,0.0,0.0,0.08724113,356100.0
288,1.5942142,-1.3241243,0.1210816,0.24476779,0.0,0.0,0.0,0.029636875,140600.0
850,-1.0882025,1.6468017,0.1210816,0.15719335,0.0,0.0,0.0,0.019033222,212500.0
4336,0.5922002,-0.8270181,-1.0213981,-1.1220026,0.0,0.0,-0.0,1.1460112,205600.0
12598,0.67012244,-0.16852313,1.5516776,-0.34034753,1.0,0.0,-0.34034753,-0.5281096,96800.0
18989,-2.1623354,1.3202089,0.1210816,0.88486344,1.0,0.0,0.88486344,0.10714068,205100.0
6308,0.67012244,-1.6286882,-1.0213981,0.20276046,0.0,0.0,0.0,-0.20709914,138000.0
6395,0.90295583,0.38829288,-1.0213981,1.9139212,1.0,0.0,1.9139212,-1.9548755,500001.0
713,1.5178846,-0.85606194,0.1210816,-0.99076575,0.0,0.0,-0.0,-0.1199635,175000.0
13588,1.2882162,-0.7171275,-1.0213981,-1.3821702,1.0,0.0,-1.3821702,1.411746,72100.0
13168,-1.4165713,0.89490485,0.1210816,-0.36907727,1.0,0.0,-0.36907727,-0.044688467,207900.0
12243,-0.8433539,2.2342176,1.3600512,-1.6625394,1.0,0.0,-1.6625394,-2.2611387,77000.0
8223,-0.5998577,0.43462056,-1.0213981,-1.7287943,0.0,1.0,-0.0,1.7657872,218800.0
2472,-0.76203185,0.24781334,0.73212504,-0.8968272,1.0,0.0,-0.8968272,-0.6565897,75600.0
4618,0.5922002,0.38530284,-1.0213981,-0.079103835,0.0,0.0,-0.0,0.0807965,281700.0
11432,-0.76203185,1.5737807,-1.0213981,1.7177606,0.0,0.0,0.0,-1.7545173,333300.0
13162,0.5922002,-0.8512018,0.1210816,-1.3089792,1.0,0.0,-1.3089792,-0.15849328,145400.0
16450,0.74788505,0.46985567,1.5516776,0.40041885,1.0,0.0,0.40041885,0.62132096,128800.0
6738,0.9802747,-0.46450517,-1.0213981,1.0859902,0.0,0.0,0.0,-1.1092283,325000.0
4359,-0.5190162,0.5799578,-1.0213981,-0.24667193,0.0,0.0,-0.0,0.25195023,300000.0
14602,0.67012244,-2.0340612,1.3600512,-0.37284556,0.0,1.0,-0.0,-0.507089,159700.0
10448,-0.5190162,0.42711163,-1.0213981,-1.5290796,0.0,0.0,-0.0,1.5617989,500001.0
2324,-1.1700983,0.7441026,0.73212504,0.90671253,1.0,0.0,0.90671253,0.66382694,111400.0
11286,0.4358511,0.5295639,-1.0213981,0.60134006,0.0,0.0,0.0,-0.61420757,190600.0
14506,-1.9127636,0.81594175,1.3600512,0.23088805,0.0,1.0,0.0,0.31401956,176600.0
13807,0.67012244,-0.9211975,-1.0213981,-1.5206419,1.0,0.0,-1.5206419,1.5531807,61600.0
7022,0.67012244,-0.88784367,-1.0213981,-0.2911749,0.0,0.0,-0.0,0.29740548,172200.0
8136,1.2114224,-0.27713042,-1.0213981,0.51110905,0.0,0.0,0.0,-0.5220458,228600.0
14248,-1.9127636,-0.4467693,1.3600512,-1.1009661,0.0,1.0,-0.0,-1.4973702,137200.0
1170,-0.35785517,-0.20215201,1.5516776,-1.5293552,1.0,0.0,-1.5293552,-2.3730662,56700.0
257,1.0574557,-1.270222,0.1210816,-1.4117094,0.0,0.0,-0.0,-0.17093204,92300.0
8698,0.67012244,-0.65865576,-1.0213981,0.6637672,0.0,0.0,0.0,-0.6779705,261300.0
14922,-1.8297834,1.9871438,1.3600512,0.7274013,0.0,1.0,0.0,0.989303,184300.0
7702,0.5922002,-0.14085789,-1.0213981,0.6048822,0.0,0.0,0.0,-0.6178255,266000.0
20427,-1.9958508,2.8712764,-1.0213981,1.9445605,0.0,0.0,0.0,-1.9861704,500001.0
18769,-1.4989794,-0.9361355,1.1032661,-1.2260482,1.0,0.0,-1.2260482,-1.3526574,66800.0
10468,-1.2521273,1.2948303,-1.0213981,0.8606996,0.0,0.0,0.0,-0.8791169,244800.0
7015,0.51411223,-1.419892,-1.0213981,0.6898307,0.0,0.0,0.0,-0.70459175,161200.0
9280,-0.5998577,0.969284,0.1210816,1.104033,0.0,0.0,0.0,0.13367808,279200.0
4228,-0.35785517,0.892888,-1.0213981,-0.9545822,0.0,0.0,-0.0,0.9750084,266700.0
3320,-1.0882025,-2.254288,1.1032661,-1.4984454,1.0,0.0,-1.4984454,-1.653184,113900.0
12160,-1.8297834,-0.29057074,1.3600512,0.36707506,1.0,0.0,0.36707506,0.49924085,148200.0
8212,-0.037821658,-0.8964568,-1.0213981,-1.4445329,0.0,1.0,-0.0,1.4754431,118300.0
16223,0.67012244,0.6974876,1.5516776,-0.36991447,1.0,0.0,-0.36991447,-0.573988,94100.0
2855,0.35740978,0.63735646,0.73212504,0.2150868,1.0,0.0,0.2150868,0.15747043,70600.0
4230,1.5178846,-0.6270928,-1.0213981,-0.23166892,0.0,0.0,-0.0,0.2366262,436400.0
11570,0.27877948,-0.29057074,-1.0213981,1.2110267,0.0,0.0,0.0,-1.2369403,217500.0
10145,0.35740978,1.0750787,-1.0213981,0.5138093,0.0,0.0,0.0,-0.5248039,201600.0
17300,-0.43834656,-0.665469,-1.0213981,-0.732958,0.0,1.0,-0.0,0.7486419,250000.0
13362,-1.6641525,-2.6485105,-1.0213981,1.7524571,1.0,0.0,1.7524571,-1.7899563,275000.0
18462,-1.334286,2.3198168,0.1210816,0.7475849,0.0,0.0,0.0,0.09051877,261100.0
8061,0.51411223,0.76968455,-1.0213981,-0.6116279,0.0,1.0,-0.0,0.6247155,159200.0
19192,0.5922002,-0.3742135,0.1210816,0.3349556,0.0,0.0,0.0,0.04055696,163100.0
544,1.8225651,-0.3903504,0.1210816,-0.44805875,0.0,0.0,-0.0,-0.05425167,282100.0
18612,-0.5998577,1.5042973,0.1210816,1.2968042,0.0,1.0,0.0,0.15701912,270000.0
18549,1.8225651,-1.4917566,0.1210816,-1.2494333,0.0,1.0,-0.0,-0.15128338,112500.0
5625,-0.5998577,0.7468189,-1.0213981,-0.8299203,0.0,0.0,-0.0,0.84767896,167300.0
10582,-0.924826,-1.0946188,-1.0213981,-1.1258235,0.0,0.0,-0.0,1.1499139,261300.0
19705,-0.11752352,-0.001425593,1.5516776,0.5922049,1.0,0.0,0.5922049,0.9189111,96200.0
17250,-0.924826,-0.2383165,0.73212504,-1.7584001,0.0,0.0,-0.0,-1.2873688,253600.0
6079,-1.0064436,1.2000469,-1.0213981,1.4212246,0.0,0.0,0.0,-1.4516361,263900.0
13869,-1.1700983,0.58560985,-1.0213981,-1.6034521,1.0,0.0,-1.6034521,1.6377629,103400.0
511,1.0574557,0.57117754,0.1210816,2.555326,0.0,0.0,0.0,0.30940294,500001.0
18081,-0.2775492,1.1692034,0.1210816,2.275094,0.0,0.0,0.0,0.27547202,500001.0
15083,-0.76203185,1.2057477,1.3600512,-1.2117124,0.0,0.0,-0.0,-1.6479908,124100.0
9590,-1.0064436,-0.95741814,1.5516776,0.9810461,1.0,0.0,0.9810461,1.5222672,125300.0
18269,-0.037821658,1.2176998,0.1210816,2.1721563,0.0,0.0,0.0,0.26300815,500001.0
16230,0.5922002,-0.12325595,1.5516776,-1.2595348,1.0,0.0,-1.2595348,-1.954392,90800.0
12483,-1.5815074,-1.535464,1.5516776,-0.13158529,1.0,0.0,-0.13158529,-0.20417793,77500.0
5239,0.8254944,-0.028259838,-1.0213981,-1.9661585,0.0,0.0,-0.0,2.0082304,104900.0
9230,-0.924826,0.7422891,0.73212504,0.25815198,1.0,0.0,0.25815198,0.18899953,95300.0
12339,-0.8433539,1.9815161,1.3600512,-0.10663245,1.0,0.0,-0.10663245,-0.14502558,230200.0
16013,1.8225651,0.93302697,0.1210816,1.1526984,0.0,0.0,0.0,0.13957056,363600.0
4095,1.2114224,0.2974157,-1.0213981,0.9033785,0.0,0.0,0.0,-0.92270905,374500.0
5760,1.8225651,-0.32851264,-1.0213981,0.52222866,0.0,0.0,0.0,-0.53340334,292600.0
20044,0.5922002,-0.1479527,0.73212504,-1.1338601,1.0,0.0,-1.1338601,-0.83012736,51900.0
11002,0.041660286,0.60544753,-1.0213981,1.038953,0.0,0.0,0.0,-1.0611845,286600.0
14438,-0.76203185,-0.20398869,1.3600512,-1.0304694,0.0,1.0,-0.0,-1.4014912,210000.0
11278,0.5922002,0.22024985,-1.0213981,0.9935707,0.0,0.0,0.0,-1.0148312,221800.0
13625,0.35740978,-0.907566,-1.0213981,-1.7913725,1.0,0.0,-1.7913725,1.8297044,59300.0
6810,0.4358511,0.33714533,-1.0213981,-0.98717356,0.0,0.0,-0.0,1.0082972,210900.0
17935,1.0574557,-0.6575219,0.1210816,-0.15117283,0.0,0.0,-0.0,-0.018304247,237900.0
6205,-0.43834656,1.7425665,-1.0213981,1.2429557,0.0,0.0,0.0,-1.2695526,491200.0
9453,-0.2775492,-0.6416997,1.1032661,-1.4300833,1.0,0.0,-1.4300833,-1.5777625,57900.0
9074,0.5922002,0.40843415,-1.0213981,0.30143455,1.0,0.0,0.30143455,-0.30788466,116300.0
16754,0.67012244,-1.1169324,0.1210816,-0.021578766,0.0,1.0,-0.0,-0.0026127915,224400.0
12084,-2.1623354,2.6192987,-1.0213981,0.9371792,1.0,0.0,0.9371792,-0.957233,187800.0
20,0.90295583,-1.5266873,0.1210816,-1.7107692,0.0,0.0,-0.0,-0.20714267,147500.0
851,-0.35785517,-0.018441001,0.1210816,0.6578717,0.0,0.0,0.0,0.07965616,214700.0
6466,0.4358511,0.34889126,-1.0213981,0.6835094,1.0,0.0,0.6835094,-0.6981352,248900.0
18909,-1.334286,1.4384246,0.1210816,1.0340958,0.0,0.0,0.0,0.12520997,150600.0
15393,-1.4165713,1.0578082,1.3600512,-0.26656887,0.0,0.0,-0.0,-0.3625473,234500.0
19277,0.041660286,0.39721686,0.1210816,-1.1140245,0.0,0.0,-0.0,-0.13488787,143200.0
14724,-0.924826,-1.1222032,1.3600512,-0.34151393,0.0,0.0,-0.0,-0.4644764,84200.0
11960,-1.0882025,2.7587397,-1.0213981,0.52062804,1.0,0.0,0.52062804,-0.53176844,138000.0
13831,-1.5815074,1.5331864,-1.0213981,1.1177323,1.0,0.0,1.1177323,-1.1416496,167800.0
8644,0.90295583,-0.38125816,-1.0213981,1.4114637,0.0,0.0,0.0,-1.4416664,479500.0
9637,-0.037821658,-0.37120184,1.5516776,-0.32072166,1.0,0.0,-0.32072166,-0.4976566,156300.0
20324,0.19995128,-1.5471941,-1.0213981,0.02528009,0.0,1.0,0.0,-0.025821036,194100.0
9663,-0.68086463,-0.7194465,1.1032661,-1.2451156,1.0,0.0,-1.2451156,-1.373694,47500.0
6764,-0.68086463,0.7882129,-1.0213981,-0.4948964,0.0,0.0,-0.0,0.50548625,208700.0
6919,-0.8433539,1.038499,-1.0213981,2.2760565,0.0,0.0,0.0,-2.3247597,500001.0
7168,1.1345036,-1.9663259,-1.0213981,-0.8734431,0.0,0.0,-0.0,0.8921331,142600.0
12856,0.5922002,-0.2761742,1.5516776,-0.8053695,1.0,0.0,-0.8053695,-1.2496738,72700.0
8665,-1.0064436,0.26958385,-1.0213981,0.93090564,0.0,0.0,0.0,-0.9508252,348600.0
6419,0.27877948,1.723401,-1.0213981,-0.2280894,1.0,0.0,-0.2280894,0.23297007,184100.0
4005,0.041660286,1.1375927,-1.0213981,1.5222881,0.0,0.0,0.0,-1.5548621,367400.0
18060,0.4358511,-0.2973264,0.1210816,1.821452,0.0,0.0,0.0,0.22054432,500001.0
7870,0.041660286,0.48101875,-1.0213981,-0.67092365,0.0,0.0,-0.0,0.68528014,165500.0
18796,-0.8433539,-1.5223056,1.1032661,-1.0550448,1.0,0.0,-1.0550448,-1.1639951,78800.0
11819,-1.0064436,-1.038809,1.5516776,0.8747847,1.0,0.0,0.8747847,1.3573838,192300.0
1966,-0.5998577,-0.33244586,1.5516776,-1.4677602,1.0,0.0,-1.4677602,-2.2774906,94700.0
14471,-0.8433539,1.4859315,1.3600512,-1.3715618,0.0,1.0,-0.0,-1.8653941,205000.0
578,0.5922002,0.8287368,0.1210816,0.69070977,0.0,0.0,0.0,0.083632246,248600.0
15928,0.51411223,-0.19665368,0.1210816,0.6855328,0.0,0.0,0.0,0.083005406,279300.0
6767,1.8225651,1.0323591,-1.0213981,-0.5171149,0.0,0.0,-0.0,0.5281801,258400.0
3084,-0.8433539,1.2613952,0.73212504,-1.2082176,1.0,0.0,-1.2082176,-0.88456637,81200.0
12101,-1.2521273,1.9725975,-1.0213981,1.1055617,1.0,0.0,1.1055617,-1.1292186,214500.0
10933,-0.19743578,-0.76977336,-1.0213981,0.30427232,0.0,0.0,0.0,-0.31078318,178500.0
5055,0.4358511,1.0019519,-1.0213981,-1.442144,0.0,0.0,-0.0,1.4730031,167900.0
13620,-0.924826,0.62994784,-1.0213981,-1.3803064,1.0,0.0,-1.3803064,1.4098423,72600.0
3615,0.4358511,-1.0439628,-1.0213981,0.375902,0.0,0.0,0.0,-0.38394558,165100.0
13426,-1.0064436,-2.4186668,-1.0213981,0.16524197,1.0,0.0,0.16524197,-0.16877782,137500.0
20630,-1.4165713,0.3750885,1.5516776,0.028836647,1.0,0.0,0.028836647,0.044745177,112000.0
3785,0.19995128,0.0759644,-1.0213981,0.14673738,0.0,0.0,0.0,-0.14987728,319400.0
17313,-0.924826,-0.020889187,0.73212504,0.1913813,0.0,0.0,0.0,0.14011505,400000.0
7726,-0.11752352,1.6673795,-1.0213981,-0.7760777,0.0,0.0,-0.0,0.79268426,183700.0
4025,-0.8433539,1.6878433,-1.0213981,0.23142384,0.0,0.0,0.0,-0.23637587,243800.0
6277,-0.11752352,1.3411174,-1.0213981,0.2421063,0.0,0.0,0.0,-0.24728692,162900.0
4840,0.041660286,0.83001083,-1.0213981,-1.8906941,0.0,0.0,-0.0,1.9311514,258300.0
13649,-0.19743578,-1.2170646,-1.0213981,-1.1737974,1.0,0.0,-1.1737974,1.1989144,84000.0
12590,0.35740978,0.5327708,1.5516776,1.0915825,1.0,0.0,1.0915825,1.6937841,171300.0
2469,-0.924826,-0.57277644,0.73212504,-1.2383529,1.0,0.0,-1.2383529,-0.90662915,69400.0
17068,-2.0790422,1.6290514,0.1210816,1.5025895,0.0,0.0,0.0,0.18193594,435900.0
7223,0.4358511,-0.5981262,-1.0213981,-1.361431,0.0,0.0,-0.0,1.390563,139600.0
16360,-0.43834656,0.896919,1.5516776,-1.4311031,1.0,0.0,-1.4311031,-2.2206106,100000.0
9419,1.8225651,-2.4482493,0.1210816,0.19888392,0.0,0.0,0.0,0.024081184,275000.0
794,0.12091529,1.4078007,0.1210816,-0.13957986,0.0,0.0,-0.0,-0.016900552,182100.0
14255,-0.2775492,-0.5793646,1.3600512,-1.2952727,0.0,1.0,-0.0,-1.7616371,88600.0
11800,1.2882162,-0.06654254,1.5516776,-0.28424898,1.0,0.0,-0.28424898,-0.44106278,108700.0
8126,-0.11752352,-1.9551212,-1.0213981,-1.450961,0.0,1.0,-0.0,1.4820087,154200.0
10826,-0.11752352,-0.8185997,-1.0213981,-0.6384418,0.0,0.0,-0.0,0.65210325,275000.0
12692,-0.2775492,-0.064014666,1.5516776,1.2129819,1.0,0.0,1.2129819,1.8821568,297600.0
9748,-1.4165713,1.2486274,0.1210816,-0.7681274,0.0,0.0,-0.0,-0.09300609,135700.0
10595,-1.0064436,-0.08435936,-1.0213981,1.5394667,0.0,0.0,0.0,-1.5724083,326100.0
17625,0.4358511,-0.58927965,0.1210816,1.0881345,0.0,0.0,0.0,0.13175307,264700.0
5571,0.27877948,-0.3601958,-1.0213981,0.5539319,0.0,0.0,0.0,-0.565785,238700.0
3473,-0.11752352,0.3101592,-1.0213981,1.538718,0.0,0.0,0.0,-1.5716436,319400.0
12965,-0.924826,0.68188417,1.5516776,0.54453814,1.0,0.0,0.54453814,0.84494764,124900.0
14679,-1.0064436,-1.1129847,1.3600512,1.3381046,0.0,0.0,0.0,1.8198907,248100.0
20343,-0.43834656,0.798682,-1.0213981,0.99042827,0.0,0.0,0.0,-1.0116215,257500.0
18129,-0.19743578,0.45972538,0.1210816,1.8372195,0.0,0.0,0.0,0.22245347,365700.0
11642,-0.924826,-0.10584778,-1.0213981,0.22887816,0.0,0.0,0.0,-0.2337757,163800.0
707,-0.43834656,1.9032415,0.1210816,0.94548863,0.0,0.0,0.0,0.11448128,216800.0
18563,0.27877948,-0.6125684,0.1210816,-0.59082496,0.0,0.0,-0.0,-0.07153803,173200.0
650,1.2882162,-0.6848686,0.1210816,-0.43976814,0.0,0.0,-0.0,-0.053247828,202700.0
3978,0.041660286,-0.3873153,-1.0213981,1.0909092,0.0,0.0,0.0,-1.1142526,245800.0
18259,0.5922002,-0.9211975,0.1210816,0.9052717,0.0,0.0,0.0,0.10961174,373400.0
16604,0.19995128,0.80085063,0.73212504,-0.14013465,0.0,0.0,-0.0,-0.10259608,195200.0
11984,0.51411223,-0.039802853,-1.0213981,0.1042901,1.0,0.0,0.1042901,-0.1065217,108200.0
18270,0.19995128,0.42072225,0.1210816,2.055675,0.0,0.0,0.0,0.24890442,500001.0
12915,-0.924826,-1.1887498,1.5516776,1.4684577,1.0,0.0,1.4684577,2.2785728,326700.0
12556,-0.35785517,-1.2062527,1.5516776,-1.808195,1.0,0.0,-1.808195,-2.8057356,67000.0
16486,-0.76203185,0.73409164,1.5516776,-0.43596438,1.0,0.0,-0.43596438,-0.6764761,166300.0
15032,0.35740978,0.23511322,1.3600512,0.36757338,0.0,0.0,0.0,0.4999186,165100.0
10472,-0.924826,0.053765588,-1.0213981,2.142405,0.0,0.0,0.0,-2.1882484,500001.0
12065,-1.9958508,2.0226986,-1.0213981,0.80711615,1.0,0.0,0.80711615,-0.8243869,195300.0
7908,-0.76203185,-1.1874073,-1.0213981,1.1622034,0.0,0.0,0.0,-1.1870724,277600.0
16308,-1.0064436,-1.0724466,1.5516776,0.6343446,1.0,0.0,0.6343446,0.9842983,166900.0
10476,-0.924826,0.039794084,-1.0213981,1.0681938,0.0,0.0,0.0,-1.0910511,227000.0
14281,1.2114224,-0.36319163,1.3600512,-1.591198,0.0,1.0,-0.0,-2.1641107,83300.0
13718,-1.9127636,1.1685528,-1.0213981,0.66927505,1.0,0.0,0.66927505,-0.68359625,126500.0
18890,1.5942142,0.41955662,0.1210816,0.46756205,0.0,0.0,0.0,0.05661316,145800.0
9616,-1.334286,0.49868235,1.5516776,-0.9428142,1.0,0.0,-0.9428142,-1.4629437,81100.0
16534,-1.9958508,-2.6575177,1.5516776,-0.118177116,1.0,0.0,-0.118177116,-0.18337278,106300.0
19364,-0.11752352,0.8774554,0.1210816,-0.13506532,0.0,1.0,-0.0,-0.016353924,157500.0
10781,0.5922002,-0.0682302,-1.0213981,0.89333254,0.0,0.0,0.0,-0.9124481,310900.0
19685,1.2114224,-0.053110912,1.5516776,-1.6439388,1.0,0.0,-1.6439388,-2.550863,65200.0
9103,-1.4989794,0.52688295,-1.0213981,0.23436765,1.0,0.0,0.23436765,-0.23938267,141000.0
17506,1.8225651,-1.1327686,0.1210816,-0.6460685,0.0,0.0,-0.0,-0.078227006,227100.0
11404,-0.924826,0.73043203,-1.0213981,1.1031303,0.0,0.0,0.0,-1.1267352,274200.0
17672,-1.1700983,-2.135639,0.1210816,-0.6460685,0.0,0.0,-0.0,-0.078227006,112500.0
13441,0.19995128,0.6785499,-1.0213981,0.48644033,1.0,0.0,0.48644033,-0.4968492,127400.0
3512,0.51411223,-0.17212674,-1.0213981,1.114505,0.0,0.0,0.0,-1.1383533,218400.0
16547,-0.68086463,-0.25242227,1.5516776,0.3340677,1.0,0.0,0.3340677,0.5183654,121500.0
6692,0.51411223,-0.17302889,-1.0213981,1.6814852,1.0,0.0,1.6814852,-1.7174658,500001.0
19649,0.041660286,-0.13467523,1.5516776,0.09613727,1.0,0.0,0.09613727,0.14917405,145600.0
6350,-0.924826,1.8278918,-1.0213981,1.3578677,1.0,0.0,1.3578677,-1.3869234,273800.0
4502,1.1345036,-0.96370506,-1.0213981,-1.2928011,0.0,0.0,-0.0,1.3204646,141700.0
13098,-1.9958508,3.254831,1.5516776,0.54538417,1.0,0.0,0.54538417,0.84626037,130600.0
12136,-1.9958508,-0.45092982,1.3600512,0.03681646,1.0,0.0,0.03681646,0.050072268,244400.0
4686,1.2882162,1.9540448,-1.0213981,-0.13047872,0.0,0.0,-0.0,0.13327071,287500.0
17215,0.67012244,-0.61145455,0.73212504,0.9386334,0.0,0.0,0.0,0.687197,418400.0
11472,-0.76203185,1.2776248,-1.0213981,0.33381423,0.0,0.0,0.0,-0.34095722,279700.0
16980,0.5922002,0.22567417,0.1210816,0.7697307,0.0,0.0,0.0,0.09320022,276100.0
19324,1.5178846,0.9874112,0.1210816,-1.1705858,0.0,0.0,-0.0,-0.14173639,98700.0
4324,1.8225651,-0.35024145,-1.0213981,0.6637672,0.0,0.0,0.0,-0.6779705,333900.0
10610,-1.4165713,-0.0877772,-1.0213981,0.33799657,0.0,0.0,0.0,-0.34522906,235600.0
15877,1.8225651,-0.17754664,0.1210816,0.50159556,0.0,0.0,0.0,0.060733993,230000.0
5695,0.4358511,0.23578277,-1.0213981,0.71645075,0.0,0.0,0.0,-0.7317814,296200.0
6997,0.67012244,-0.28960758,-1.0213981,0.4175319,0.0,0.0,0.0,-0.4264663,177800.0
4333,1.8225651,-0.9991355,-1.0213981,-0.12211434,0.0,0.0,-0.0,0.124727346,330300.0
571,0.19995128,1.5402453,0.1210816,-0.20280385,0.0,0.0,-0.0,-0.024555814,231000.0
9643,0.19995128,0.3562565,1.5516776,-1.5908672,1.0,0.0,-1.5908672,-2.468513,82000.0
7598,0.9802747,-0.5959116,-1.0213981,-0.8834478,0.0,0.0,-0.0,0.9023519,111700.0
19476,-0.8433539,-0.63382405,1.5516776,0.5060993,1.0,0.0,0.5060993,0.78530294,163200.0
17988,-0.68086463,-1.5870147,0.1210816,0.3864145,0.0,0.0,0.0,0.046787687,214100.0
14151,-0.5190162,-1.2839719,1.3600512,-1.4997096,0.0,1.0,-0.0,-2.0396817,218800.0
19341,1.8225651,-0.5542051,0.1210816,-1.1108451,0.0,0.0,-0.0,-0.1345029,160000.0
15997,1.7465514,0.41838825,0.1210816,2.068707,0.0,0.0,0.0,0.25048235,500001.0
11537,-0.19743578,-0.19208507,-1.0213981,-0.48894477,0.0,0.0,-0.0,0.49940723,176000.0
7879,0.35740978,-0.70556253,-1.0213981,0.7093641,0.0,0.0,0.0,-0.72454315,231800.0
8176,0.5922002,-0.71481067,-1.0213981,0.9052268,0.0,0.0,0.0,-0.9245969,243300.0
7912,0.35740978,0.02488464,-1.0213981,0.32612187,0.0,0.0,0.0,-0.33310026,145700.0
17703,-0.5190162,-0.045609895,0.1210816,0.132007,0.0,0.0,0.0,0.015983619,177500.0
11103,0.4358511,-1.0118822,-1.0213981,0.55056274,0.0,0.0,0.0,-0.5623437,224700.0
6672,0.90295583,-0.12588392,-1.0213981,-0.7522174,0.0,0.0,-0.0,0.7683134,196100.0
2058,-1.8297834,-0.14262863,0.73212504,-1.5142509,1.0,0.0,-1.5142509,-1.108621,58000.0
9751,-0.76203185,0.8376201,0.1210816,0.87643856,0.0,0.0,0.0,0.10612058,283100.0
4194,0.27877948,-0.0046502077,-1.0213981,0.62420464,0.0,0.0,0.0,-0.6375614,221100.0
20125,1.2882162,-0.45197114,-1.0213981,-0.68129456,0.0,0.0,-0.0,0.69587296,120400.0
7810,0.67012244,-1.4614239,-1.0213981,0.052904908,0.0,0.0,0.0,-0.05403697,156400.0
14158,-0.11752352,-0.8939935,1.3600512,-0.3554464,0.0,1.0,-0.0,-0.4834253,155400.0
17524,1.5942142,-1.6647147,0.1210816,-2.0176954,0.0,0.0,-0.0,-0.24430579,200000.0
584,0.51411223,0.0865501,0.1210816,1.0688779,0.0,0.0,0.0,0.12942144,238600.0
12146,-1.6641525,1.476265,1.3600512,-0.8237017,0.0,0.0,-0.0,-1.1202765,110100.0
1945,-1.5815074,0.100030944,1.5516776,1.0877376,1.0,0.0,1.0877376,1.6878179,196300.0
5521,1.2882162,-0.7264146,-1.0213981,1.2030675,0.0,0.0,0.0,-1.2288109,340700.0
3647,-1.6641525,0.3562565,-1.0213981,-0.6201073,0.0,0.0,-0.0,0.6333764,185700.0
6895,-0.037821658,0.97762513,-1.0213981,0.97779036,0.0,0.0,0.0,-0.9987132,258000.0
11668,0.4358511,-1.0750477,-1.0213981,0.6238817,0.0,0.0,0.0,-0.6372316,188000.0
15465,-1.2521273,1.1068901,1.3600512,-0.14235511,0.0,0.0,-0.0,-0.19361024,183900.0
1294,-1.2521273,0.5670246,0.1210816,0.3172463,1.0,0.0,0.3172463,0.038412686,168100.0
6954,0.90295583,-0.6700208,-1.0213981,0.46153954,0.0,0.0,0.0,-0.47141558,178000.0
890,-0.2775492,-0.73456633,0.1210816,1.4699894,0.0,0.0,0.0,0.17798866,352400.0
